estudiante_id,materia,trimestre,calificacion,asistencia_porcentaje,participacion_clase
EST088,Historia,1,6.1,83,Alta
EST088,Inglés,1,5.1,78,Alta
EST088,Educación Física,1,6.8,75,Media
EST088,Matemáticas,2,6.6,75,Media
EST088,Lengua,2,5.7,83,Baja
EST088,Ciencias,2,5.0,86,Baja
EST088,Historia,2,6.1,85,Baja
EST088,Inglés,2,5.5,76,Baja
EST088,Educación Física,2,6.1,78,Alta
EST088,Matemáticas,3,5.0,79,Alta
EST088,Lengua,3,6.0,83,Baja
EST088,Ciencias,3,5.8,90,Baja
EST088,Historia,3,6.5,75,Baja
EST088,Inglés,3,6.0,86,Baja
EST088,Educación Física,3,6.8,85,Media
EST089,Matemáticas,1,4.7,62,Media
EST089,Lengua,1,7.1,100,Baja
EST089,Ciencias,1,7.9,94,Media
EST089,Historia,1,6.0,76,Media
EST089,Inglés,1,6.4,89,Alta
EST089,Educación Física,1,8.3,88,Alta
EST089,Matemáticas,2,6.6,77,Alta
EST089,Lengua,2,7.5,85,Alta
EST089,Ciencias,2,8.0,92,Media
EST089,Historia,2,5.9,78,Baja
EST089,Inglés,2,6.3,85,Baja
EST089,Educación Física,2,7.2,87,Media
EST089,Matemáticas,3,6.0,87,Baja
EST089,Lengua,3,5.5,88,Baja
EST089,Ciencias,3,6.5,77,Media
EST089,Historia,3,6.8,81,Media
EST089,Inglés,3,5.1,87,Baja
EST089,Educación Física,3,7.7,86,Media
EST090,Matemáticas,1,6.2,86,Media
EST090,Lengua,1,8.5,89,Alta
EST090,Ciencias,1,7.7,99,Media
EST090,Historia,1,8.6,94,Media
EST090,Inglés,1,6.5,79,Media
EST090,Educación Física,1,9.1,86,Alta
EST090,Matemáticas,2,7.5,100,Media
EST090,Lengua,2,7.2,94,Media
EST090,Ciencias,2,8.1,91,Media
EST090,Historia,2,7.8,92,Media
EST090,Inglés,2,7.4,100,Media
EST090,Educación Física,2,7.6,90,Baja
EST090,Matemáticas,3,7.0,86,Media
EST090,Lengua,3,8.4,94,Alta
EST090,Ciencias,3,7.6,88,Alta
EST090,Historia,3,6.8,76,Baja
EST090,Inglés,3,7.2,89,Media
EST090,Educación Física,3,8.3,89,Alta
EST091,Matemáticas,1,6.7,86,Media
EST091,Lengua,1,6.9,79,Media
EST091,Ciencias,1,6.0,76,Alta
EST091,Historia,1,5.7,80,Baja
EST091,Inglés,1,4.6,73,Baja
EST091,Educación Física,1,6.6,87,Media
EST091,Matemáticas,2,4.4,79,Baja
EST091,Lengua,2,6.3,87,Media
EST091,Ciencias,2,6.0,89,Baja
EST091,Historia,2,5.5,83,Baja
EST091,Inglés,2,6.0,78,Media
EST091,Educación Física,2,6.7,82,Alta
EST091,Matemáticas,3,5.3,78,Baja
EST091,Lengua,3,5.1,90,Baja
EST091,Ciencias,3,5.8,85,Alta
EST091,Historia,3,6.5,80,Media
EST091,Inglés,3,4.7,76,Baja
EST091,Educación Física,3,7.4,88,Media
EST092,Matemáticas,1,4.7,79,Baja
EST092,Lengua,1,4.7,74,Baja
EST092,Ciencias,1,5.5,80,Alta
EST092,Historia,1,5.7,76,Alta
EST092,Inglés,1,4.5,65,Baja
EST092,Educación Física,1,8.9,85,Alta
EST092,Matemáticas,2,6.2,84,Media
EST092,Lengua,2,4.9,78,Baja
EST092,Ciencias,2,7.6,91,Media
EST092,Historia,2,4.2,61,Media
EST092,Inglés,2,4.7,64,Baja
EST092,Educación Física,2,7.3,96,Media
EST092,Matemáticas,3,5.1,83,Media
EST092,Lengua,3,6.4,87,Media
EST092,Ciencias,3,5.1,79,Baja
EST092,Historia,3,3.4,68,Baja
EST092,Inglés,3,6.0,80,Baja
EST092,Educación Física,3,6.5,88,Media
EST093,Matemáticas,1,7.6,88,Media
EST093,Lengua,1,7.2,95,Media
EST093,Ciencias,1,6.2,82,Media
EST093,Historia,1,6.9,82,Media
EST093,Inglés,1,6.7,84,Media
EST093,Educación Física,1,7.7,88,Media
EST093,Matemáticas,2,7.8,88,Baja
EST093,Lengua,2,5.6,87,Media
EST093,Ciencias,2,6.4,87,Media
EST093,Historia,2,5.1,75,Baja
EST093,Inglés,2,6.7,83,Alta
EST093,Educación Física,2,7.4,96,Media
EST093,Matemáticas,3,5.2,80,Baja
EST093,Lengua,3,5.8,89,Baja
EST093,Ciencias,3,4.8,67,Media
EST093,Historia,3,7.9,94,Media
EST093,Inglés,3,6.8,82,Baja
EST093,Educación Física,3,7.1,86,Alta
EST094,Matemáticas,1,7.4,85,Baja
EST094,Lengua,1,5.8,79,Baja
EST094,Ciencias,1,8.2,88,Alta
EST094,Historia,1,6.6,75,Media
EST094,Inglés,1,6.7,76,Media
EST094,Educación Física,1,7.3,92,Alta
EST094,Matemáticas,2,6.7,76,Media
EST094,Lengua,2,6.9,86,Baja
EST094,Ciencias,2,5.7,78,Media
EST094,Historia,2,5.1,83,Media
EST094,Inglés,2,6.2,84,Baja
EST094,Educación Física,2,7.7,86,Baja
EST094,Matemáticas,3,7.4,85,Media
EST094,Lengua,3,6.1,86,Alta
EST094,Ciencias,3,6.2,75,Alta
EST094,Historia,3,5.7,77,Baja
EST094,Inglés,3,5.4,75,Media
EST094,Educación Física,3,8.4,92,Alta
EST095,Matemáticas,1,5.1,83,Media
EST095,Lengua,1,7.7,99,Alta
EST095,Ciencias,1,5.7,81,Media
EST095,Historia,1,6.6,79,Media
EST095,Inglés,1,7.1,91,Baja
EST095,Educación Física,1,7.7,93,Alta
EST095,Matemáticas,2,5.3,79,Media
EST095,Lengua,2,6.8,87,Media
EST095,Ciencias,2,7.4,88,Baja
EST095,Historia,2,6.1,79,Alta
EST095,Inglés,2,6.6,85,Media
EST095,Educación Física,2,6.8,75,Media
EST095,Matemáticas,3,4.7,67,Baja
EST095,Lengua,3,6.8,80,Media
EST095,Ciencias,3,8.5,92,Alta
EST095,Historia,3,4.5,75,Baja
EST095,Inglés,3,6.5,80,Alta
EST095,Educación Física,3,6.9,79,Media
EST096,Matemáticas,1,9.1,89,Alta
EST096,Lengua,1,8.2,87,Media
EST096,Ciencias,1,6.2,82,Media
EST096,Historia,1,7.2,86,Media
EST096,Inglés,1,7.4,93,Baja
EST096,Educación Física,1,9.2,92,Alta
EST096,Matemáticas,2,6.8,85,Media
EST096,Lengua,2,7.5,88,Media
EST096,Ciencias,2,6.5,78,Alta
EST096,Historia,2,7.1,89,Media
EST096,Inglés,2,6.8,86,Media
EST096,Educación Física,2,9.0,97,Alta
EST096,Matemáticas,3,6.0,76,Baja
EST096,Lengua,3,7.1,91,Alta
EST096,Ciencias,3,9.0,95,Alta
EST096,Historia,3,8.6,91,Alta
EST096,Inglés,3,7.7,93,Baja
EST096,Educación Física,3,9.2,96,Media
EST097,Matemáticas,1,6.2,77,Media
EST097,Lengua,1,5.0,75,Media
EST097,Ciencias,1,7.1,86,Media
EST097,Historia,1,6.8,87,Media
EST097,Inglés,1,6.4,89,Media
EST097,Educación Física,1,7.2,97,Media
EST097,Matemáticas,2,6.4,81,Media
EST097,Lengua,2,6.6,89,Media
EST097,Ciencias,2,6.8,84,Media
EST097,Historia,2,8.3,90,Alta
EST097,Inglés,2,6.4,83,Baja
EST097,Educación Física,2,8.2,86,Alta
EST097,Matemáticas,3,6.6,75,Media
EST097,Lengua,3,5.9,86,Media
EST097,Ciencias,3,7.6,89,Media
EST097,Historia,3,6.4,85,Baja
EST097,Inglés,3,7.6,93,Alta
EST097,Educación Física,3,8.2,88,Media
EST098,Matemáticas,1,8.7,91,Media
EST098,Lengua,1,7.2,93,Media
EST098,Ciencias,1,8.3,99,Alta
EST098,Historia,1,7.3,96,Alta
EST098,Inglés,1,6.8,80,Alta
EST098,Educación Física,1,8.5,90,Alta
EST098,Matemáticas,2,7.0,97,Media
EST098,Lengua,2,7.8,89,Alta
EST098,Ciencias,2,9.2,88,Media
EST098,Historia,2,6.2,75,Media
EST098,Inglés,2,9.1,86,Alta
EST098,Educación Física,2,9.0,93,Alta
EST098,Matemáticas,3,10.0,88,Alta
EST098,Lengua,3,8.2,87,Alta
EST098,Ciencias,3,6.9,80,Media
EST098,Historia,3,7.3,92,Alta
EST098,Inglés,3,7.6,86,Alta
EST098,Educación Física,3,7.9,98,Alta
EST099,Matemáticas,1,7.4,89,Media
EST099,Lengua,1,5.6,87,Baja
EST099,Ciencias,1,6.7,78,Media
EST099,Historia,1,5.6,84,Media
EST099,Inglés,1,7.2,87,Baja
EST099,Educación Física,1,7.8,90,Media
EST099,Matemáticas,2,5.7,84,Baja
EST099,Lengua,2,6.3,78,Media
EST099,Ciencias,2,5.3,77,Baja
EST099,Historia,2,6.5,79,Media
EST099,Inglés,2,5.9,90,Baja
EST099,Educación Física,2,6.6,88,Baja
EST099,Matemáticas,3,7.4,90,Media
EST099,Lengua,3,6.9,90,Media
EST099,Ciencias,3,4.7,70,Media
EST099,Historia,3,6.9,82,Media
EST099,Inglés,3,4.8,77,Baja
EST099,Educación Física,3,6.1,88,Media
EST100,Matemáticas,1,6.5,77,Media
EST100,Lengua,1,4.7,60,Media
EST100,Ciencias,1,5.9,86,Media
EST100,Historia,1,6.3,79,Media
EST100,Inglés,1,6.6,88,Media
EST100,Educación Física,1,5.2,76,Baja
EST100,Matemáticas,2,4.8,60,Baja
EST100,Lengua,2,5.2,76,Baja
EST100,Ciencias,2,7.2,90,Alta
EST100,Historia,2,6.2,77,Media
EST100,Inglés,2,5.6,80,Baja
EST100,Educación Física,2,5.2,84,Baja
EST100,Matemáticas,3,5.1,75,Media
EST100,Lengua,3,5.8,76,Baja
EST100,Ciencias,3,5.8,88,Baja
EST100,Historia,3,6.8,83,Baja
EST100,Inglés,3,5.5,80,Media
EST100,Educación Física,3,5.0,87,Baja
EST101,Matemáticas,1,6.0,82,Media
EST101,Lengua,1,7.9,87,Baja
EST101,Ciencias,1,6.0,87,Alta
EST101,Historia,1,7.9,98,Alta
EST101,Inglés,1,7.1,95,Alta
EST101,Educación Física,1,7.4,88,Alta
EST101,Matemáticas,2,6.7,81,Media
EST101,Lengua,2,5.3,83,Alta
EST101,Ciencias,2,8.8,100,Alta
EST101,Historia,2,7.0,84,Alta
EST101,Inglés,2,6.2,81,Media
EST101,Educación Física,2,7.9,96,Baja
EST101,Matemáticas,3,7.6,88,Media
EST101,Lengua,3,7.2,85,Media
EST101,Ciencias,3,5.0,84,Media
EST101,Historia,3,5.9,77,Baja
EST101,Inglés,3,5.8,79,Baja
EST101,Educación Física,3,5.1,85,Baja
EST102,Matemáticas,1,5.5,88,Alta
EST102,Lengua,1,7.8,97,Media
EST102,Ciencias,1,5.4,90,Alta
EST102,Historia,1,4.8,69,Baja
EST102,Inglés,1,7.0,88,Media
EST102,Educación Física,1,6.4,84,Alta
EST102,Matemáticas,2,5.8,80,Baja
EST102,Lengua,2,6.7,90,Baja
EST102,Ciencias,2,5.1,78,Baja
EST102,Historia,2,7.1,96,Baja
EST102,Inglés,2,7.5,89,Media
EST102,Educación Física,2,5.9,85,Media
EST102,Matemáticas,3,6.2,76,Media
EST102,Lengua,3,6.6,82,Media
EST102,Ciencias,3,6.8,87,Alta
EST102,Historia,3,6.7,77,Media
EST102,Inglés,3,6.5,89,Media
EST102,Educación Física,3,7.2,99,Alta
EST103,Matemáticas,1,6.4,87,Media
EST103,Lengua,1,6.5,85,Alta
EST103,Ciencias,1,4.9,75,Media
EST103,Historia,1,5.1,79,Baja
EST103,Inglés,1,5.4,87,Alta
EST103,Educación Física,1,7.7,98,Baja
EST103,Matemáticas,2,5.0,73,Media
EST103,Lengua,2,5.8,77,Media
EST103,Ciencias,2,6.7,89,Baja
EST103,Historia,2,6.3,83,Alta
EST103,Inglés,2,5.7,84,Media
EST103,Educación Física,2,5.5,88,Baja
EST103,Matemáticas,3,6.0,88,Media
EST103,Lengua,3,3.7,72,Baja
EST103,Ciencias,3,6.0,79,Media
EST103,Historia,3,5.7,85,Alta
EST103,Inglés,3,6.8,85,Alta
EST103,Educación Física,3,6.6,88,Media
EST104,Matemáticas,1,8.9,89,Alta
EST104,Lengua,1,6.5,78,Alta
EST104,Ciencias,1,7.2,90,Media
EST104,Historia,1,7.4,91,Baja
EST104,Inglés,1,6.9,86,Alta
EST104,Educación Física,1,7.8,88,Media
EST104,Matemáticas,2,6.0,86,Baja
EST104,Lengua,2,6.7,85,Alta
EST104,Ciencias,2,5.7,80,Baja
EST104,Historia,2,6.6,88,Media
EST104,Inglés,2,8.3,88,Baja
EST104,Educación Física,2,7.0,88,Alta
EST104,Matemáticas,3,5.9,78,Baja
EST104,Lengua,3,6.3,76,Media
EST104,Ciencias,3,7.2,97,Alta
EST104,Historia,3,8.2,88,Alta
EST104,Inglés,3,5.1,87,Alta
EST104,Educación Física,3,7.5,92,Media
EST105,Matemáticas,1,4.7,73,Baja
EST105,Lengua,1,4.4,73,Alta
EST105,Ciencias,1,5.4,85,Media
EST105,Historia,1,4.5,73,Media
EST105,Inglés,1,6.4,76,Baja
EST105,Educación Física,1,7.4,89,Baja
EST105,Matemáticas,2,5.2,85,Baja
EST105,Lengua,2,4.6,63,Baja
EST105,Ciencias,2,5.9,87,Baja
EST105,Historia,2,6.3,83,Baja
EST105,Inglés,2,5.0,75,Baja
EST105,Educación Física,2,6.8,79,Alta
EST105,Matemáticas,3,6.2,87,Alta
EST105,Lengua,3,5.6,89,Baja
EST105,Ciencias,3,6.2,82,Media
EST105,Historia,3,6.6,82,Media
EST105,Inglés,3,5.4,76,Media
EST105,Educación Física,3,7.3,85,Media
EST106,Matemáticas,1,8.4,88,Alta
EST106,Lengua,1,7.8,90,Alta
EST106,Ciencias,1,6.5,87,Alta
EST106,Historia,1,9.0,98,Alta
EST106,Inglés,1,9.0,97,Media
EST106,Educación Física,1,9.0,99,Media
EST106,Matemáticas,2,7.4,86,Alta
EST106,Lengua,2,7.4,96,Media
EST106,Ciencias,2,7.2,93,Baja
EST106,Historia,2,7.1,85,Media
EST106,Inglés,2,7.6,96,Alta
EST106,Educación Física,2,7.3,95,Alta
EST106,Matemáticas,3,6.5,83,Media
EST106,Lengua,3,7.6,96,Media
EST106,Ciencias,3,6.2,88,Media
EST106,Historia,3,7.7,91,Media
EST106,Inglés,3,7.9,97,Alta
EST106,Educación Física,3,7.6,94,Alta
EST107,Matemáticas,1,6.0,89,Baja
EST107,Lengua,1,6.1,85,Media
EST107,Ciencias,1,5.9,86,Baja
EST107,Historia,1,7.5,99,Alta
EST107,Inglés,1,5.2,84,Baja
EST107,Educación Física,1,7.9,96,Media
EST107,Matemáticas,2,6.2,80,Media
EST107,Lengua,2,5.5,86,Media
EST107,Ciencias,2,7.5,85,Media
EST107,Historia,2,6.9,85,Baja
EST107,Inglés,2,5.9,81,Media
EST107,Educación Física,2,7.8,87,Media
EST107,Matemáticas,3,6.6,85,Alta
EST107,Lengua,3,5.5,90,Baja
EST107,Ciencias,3,6.8,80,Media
EST107,Historia,3,7.0,82,Media
EST107,Inglés,3,5.5,75,Baja
EST107,Educación Física,3,5.9,87,Alta
EST108,Matemáticas,1,4.9,60,Alta
EST108,Lengua,1,5.0,73,Baja
EST108,Ciencias,1,5.3,85,Baja
EST108,Historia,1,4.2,69,Baja
EST108,Inglés,1,6.7,78,Baja
EST108,Educación Física,1,5.2,78,Alta
EST108,Matemáticas,2,5.0,70,Baja
EST108,Lengua,2,5.7,82,Media
EST108,Ciencias,2,5.8,75,Baja
EST108,Historia,2,5.4,83,Baja
EST108,Inglés,2,5.7,83,Media
EST108,Educación Física,2,6.6,87,Media
EST108,Matemáticas,3,5.4,79,Media
EST108,Lengua,3,5.8,88,Baja
EST108,Ciencias,3,5.1,90,Baja
EST108,Historia,3,5.9,85,Baja
EST108,Inglés,3,6.6,77,Media
EST108,Educación Física,3,7.5,92,Media
EST109,Matemáticas,1,7.3,100,Alta
EST109,Lengua,1,6.5,81,Media
EST109,Ciencias,1,5.9,85,Baja
EST109,Historia,1,6.6,89,Media
EST109,Inglés,1,7.4,96,Media
EST109,Educación Física,1,7.6,91,Media
EST109,Matemáticas,2,6.0,84,Baja
EST109,Lengua,2,7.2,88,Alta
EST109,Ciencias,2,7.1,99,Alta
EST109,Historia,2,5.6,89,Media
EST109,Inglés,2,5.6,81,Media
EST109,Educación Física,2,7.2,95,Alta
EST109,Matemáticas,3,7.2,98,Alta
EST109,Lengua,3,7.1,90,Media
EST109,Ciencias,3,5.9,76,Baja
EST109,Historia,3,7.2,92,Alta
EST109,Inglés,3,6.6,78,Media
EST109,Educación Física,3,7.8,97,Media
EST110,Matemáticas,1,5.0,83,Baja
EST110,Lengua,1,4.0,66,Media
EST110,Ciencias,1,4.7,63,Media
EST110,Historia,1,5.7,90,Baja
EST110,Inglés,1,6.2,77,Alta
EST110,Educación Física,1,6.0,89,Alta
EST110,Matemáticas,2,4.3,65,Baja
EST110,Lengua,2,6.5,80,Media
EST110,Ciencias,2,4.6,78,Alta
EST110,Historia,2,5.2,90,Media
EST110,Inglés,2,4.1,67,Baja
EST110,Educación Física,2,5.3,79,Baja
EST110,Matemáticas,3,5.4,90,Baja
EST110,Lengua,3,5.8,83,Baja
EST110,Ciencias,3,4.3,69,Baja
EST110,Historia,3,6.8,90,Alta
EST110,Inglés,3,6.2,88,Baja
EST110,Educación Física,3,6.8,79,Media
EST111,Matemáticas,1,5.5,88,Media
EST111,Lengua,1,7.2,91,Baja
EST111,Ciencias,1,7.9,99,Baja
EST111,Historia,1,8.3,90,Alta
EST111,Inglés,1,8.3,98,Baja
EST111,Educación Física,1,7.4,91,Alta
EST111,Matemáticas,2,6.9,88,Media
EST111,Lengua,2,8.5,96,Alta
EST111,Ciencias,2,6.8,89,Media
EST111,Historia,2,7.5,94,Media
EST111,Inglés,2,7.4,94,Alta
EST111,Educación Física,2,8.2,94,Media
EST111,Matemáticas,3,6.7,86,Media
EST111,Lengua,3,7.0,93,Alta
EST111,Ciencias,3,8.1,89,Baja
EST111,Historia,3,6.8,79,Baja
EST111,Inglés,3,6.9,82,Alta
EST111,Educación Física,3,8.7,92,Media
EST112,Matemáticas,1,4.1,63,Baja
EST112,Lengua,1,7.1,94,Alta
EST112,Ciencias,1,6.7,79,Media
EST112,Historia,1,4.4,64,Baja
EST112,Inglés,1,5.2,89,Baja
EST112,Educación Física,1,6.9,88,Alta
EST112,Matemáticas,2,5.4,86,Baja
EST112,Lengua,2,4.7,73,Baja
EST112,Ciencias,2,5.8,88,Alta
EST112,Historia,2,5.2,84,Baja
EST112,Inglés,2,5.0,84,Alta
EST112,Educación Física,2,7.8,89,Media
EST112,Matemáticas,3,5.3,89,Baja
EST112,Lengua,3,3.8,68,Baja
EST112,Ciencias,3,5.7,84,Baja
EST112,Historia,3,6.2,76,Alta
EST112,Inglés,3,4.5,66,Baja
EST112,Educación Física,3,6.5,90,Alta
EST113,Matemáticas,1,7.0,84,Media
EST113,Lengua,1,6.6,90,Media
EST113,Ciencias,1,6.6,78,Media
EST113,Historia,1,6.4,78,Media
EST113,Inglés,1,6.6,78,Media
EST113,Educación Física,1,7.3,90,Baja
EST113,Matemáticas,2,5.8,89,Baja
EST113,Lengua,2,6.2,88,Alta
EST113,Ciencias,2,6.9,82,Alta
EST113,Historia,2,7.8,91,Media
EST113,Inglés,2,5.3,90,Media
EST113,Educación Física,2,5.2,87,Baja
EST113,Matemáticas,3,5.0,60,Media
EST113,Lengua,3,6.5,87,Alta
EST113,Ciencias,3,5.3,89,Alta
EST113,Historia,3,5.6,79,Baja
EST113,Inglés,3,6.3,86,Media
EST113,Educación Física,3,10.0,91,Alta
EST114,Matemáticas,1,6.7,79,Media
EST114,Lengua,1,6.9,85,Media
EST114,Ciencias,1,7.8,94,Baja
EST114,Historia,1,7.1,100,Media
EST114,Inglés,1,5.9,83,Media
EST114,Educación Física,1,6.1,86,Media
EST114,Matemáticas,2,7.3,90,Media
EST114,Lengua,2,6.7,90,Baja
EST114,Ciencias,2,6.6,82,Alta
EST114,Historia,2,4.6,72,Baja
EST114,Inglés,2,7.4,88,Alta
EST114,Educación Física,2,8.1,99,Media
EST114,Matemáticas,3,7.7,95,Alta
EST114,Lengua,3,4.9,64,Baja
EST114,Ciencias,3,6.8,89,Media
EST114,Historia,3,6.8,80,Media
EST114,Inglés,3,6.6,75,Media
EST114,Educación Física,3,7.2,91,Alta
EST115,Matemáticas,1,7.2,87,Media
EST115,Lengua,1,6.7,90,Alta
EST115,Ciencias,1,6.6,86,Media
EST115,Historia,1,5.7,79,Baja
EST115,Inglés,1,5.3,77,Media
EST115,Educación Física,1,6.1,78,Alta
EST115,Matemáticas,2,5.4,82,Baja
EST115,Lengua,2,5.9,83,Media
EST115,Ciencias,2,6.7,84,Alta
EST115,Historia,2,6.2,84,Media
EST115,Inglés,2,5.9,90,Baja
EST115,Educación Física,2,7.6,85,Alta
EST115,Matemáticas,3,6.9,76,Alta
EST115,Lengua,3,8.1,95,Baja
EST115,Ciencias,3,7.1,87,Baja
EST115,Historia,3,6.2,76,Media
EST115,Inglés,3,4.9,62,Baja
EST115,Educación Física,3,7.9,89,Media
EST116,Matemáticas,1,5.7,86,Baja
EST116,Lengua,1,5.7,82,Alta
EST116,Ciencias,1,5.5,87,Baja
EST116,Historia,1,4.5,77,Baja
EST116,Inglés,1,5.3,88,Baja
EST116,Educación Física,1,6.2,78,Baja
EST116,Matemáticas,2,6.3,88,Baja
EST116,Lengua,2,5.8,77,Baja
EST116,Ciencias,2,5.4,76,Baja
EST116,Historia,2,3.5,67,Baja
EST116,Inglés,2,5.6,76,Media
EST116,Educación Física,2,7.0,82,Baja
EST116,Matemáticas,3,4.0,62,Alta
EST116,Lengua,3,6.8,81,Media
EST116,Ciencias,3,4.8,67,Baja
EST116,Historia,3,6.9,86,Media
EST116,Inglés,3,4.9,68,Media
EST116,Educación Física,3,5.7,78,Alta
EST117,Matemáticas,1,6.2,83,Alta
EST117,Lengua,1,5.0,82,Media
EST117,Ciencias,1,6.7,79,Alta
EST117,Historia,1,6.3,89,Media
EST117,Inglés,1,6.4,76,Media
EST117,Educación Física,1,7.2,94,Baja
EST117,Matemáticas,2,4.7,75,Alta
EST117,Lengua,2,6.7,89,Alta
EST117,Ciencias,2,5.7,76,Baja
EST117,Historia,2,6.0,86,Baja
EST117,Inglés,2,6.1,83,Baja
EST117,Educación Física,2,5.9,75,Media
EST117,Matemáticas,3,5.6,76,Baja
EST117,Lengua,3,6.1,84,Baja
EST117,Ciencias,3,5.1,83,Media
EST117,Historia,3,5.8,82,Media
EST117,Inglés,3,5.8,77,Baja
EST117,Educación Física,3,5.0,69,Media
EST118,Matemáticas,1,4.7,68,Baja
EST118,Lengua,1,5.3,75,Media
EST118,Ciencias,1,5.3,80,Baja
EST118,Historia,1,5.6,75,Baja
EST118,Inglés,1,4.4,66,Baja
EST118,Educación Física,1,6.6,77,Media
EST118,Matemáticas,2,5.6,80,Media
EST118,Lengua,2,6.1,83,Baja
EST118,Ciencias,2,4.8,79,Baja
EST118,Historia,2,4.9,80,Alta
EST118,Inglés,2,6.4,76,Media
EST118,Educación Física,2,5.0,83,Baja
EST118,Matemáticas,3,5.4,76,Baja
EST118,Lengua,3,4.1,62,Baja
EST118,Ciencias,3,5.6,86,Baja
EST118,Historia,3,5.9,77,Baja
EST118,Inglés,3,6.3,86,Media
EST118,Educación Física,3,6.7,86,Media
EST119,Matemáticas,1,8.1,86,Alta
EST119,Lengua,1,6.8,75,Alta
EST119,Ciencias,1,6.7,86,Baja
EST119,Historia,1,8.5,86,Alta
EST119,Inglés,1,7.2,87,Baja
EST119,Educación Física,1,7.8,98,Media
EST119,Matemáticas,2,7.8,100,Media
EST119,Lengua,2,6.5,85,Media
EST119,Ciencias,2,7.7,92,Media
EST119,Historia,2,8.6,92,Alta
EST119,Inglés,2,8.2,98,Alta
EST119,Educación Física,2,8.4,87,Baja
EST119,Matemáticas,3,7.1,98,Media
EST119,Lengua,3,7.3,89,Baja
EST119,Ciencias,3,8.3,89,Alta
EST119,Historia,3,7.1,95,Media
EST119,Inglés,3,5.1,90,Baja
EST119,Educación Física,3,9.7,90,Media
EST120,Matemáticas,1,5.5,90,Baja
EST120,Lengua,1,6.1,76,Baja
EST120,Ciencias,1,5.7,87,Baja
EST120,Historia,1,6.1,87,Media
EST120,Inglés,1,5.5,85,Baja
EST120,Educación Física,1,7.6,86,Alta
EST120,Matemáticas,2,8.5,99,Media
EST120,Lengua,2,5.4,90,Baja
EST120,Ciencias,2,6.1,77,Alta
EST120,Historia,2,4.5,78,Media
EST120,Inglés,2,5.5,83,Baja
EST120,Educación Física,2,6.7,84,Media
EST120,Matemáticas,3,4.1,76,Baja
EST120,Lengua,3,5.8,85,Media
EST120,Ciencias,3,6.5,81,Media
EST120,Historia,3,5.7,85,Alta
EST120,Inglés,3,6.3,89,Media
EST120,Educación Física,3,6.7,83,Baja
EST121,Matemáticas,1,9.3,89,Alta
EST121,Lengua,1,7.2,90,Alta
EST121,Ciencias,1,9.1,91,Alta
EST121,Historia,1,7.8,85,Media
EST121,Inglés,1,8.3,99,Alta
EST121,Educación Física,1,8.7,94,Baja
EST121,Matemáticas,2,8.5,98,Alta
EST121,Lengua,2,7.1,89,Baja
EST121,Ciencias,2,8.5,87,Media
EST121,Historia,2,7.9,87,Media
EST121,Inglés,2,7.5,87,Media
EST121,Educación Física,2,9.3,86,Alta
EST121,Matemáticas,3,8.8,86,Baja
EST121,Lengua,3,7.2,92,Alta
EST121,Ciencias,3,8.7,93,Alta
EST121,Historia,3,7.3,90,Media
EST121,Inglés,3,8.0,91,Alta
EST121,Educación Física,3,9.4,91,Media
EST122,Matemáticas,1,4.2,80,Baja
EST122,Lengua,1,4.6,75,Baja
EST122,Ciencias,1,7.1,94,Media
EST122,Historia,1,4.4,80,Media
EST122,Inglés,1,5.0,63,Baja
EST122,Educación Física,1,6.9,84,Media
EST122,Matemáticas,2,5.4,80,Baja
EST122,Lengua,2,6.2,78,Media
EST122,Ciencias,2,6.5,90,Media
EST122,Historia,2,6.9,75,Media
EST122,Inglés,2,6.6,76,Media
EST122,Educación Física,2,5.1,85,Baja
EST122,Matemáticas,3,5.6,76,Media
EST122,Lengua,3,6.0,85,Media
EST122,Ciencias,3,4.5,65,Baja
EST122,Historia,3,6.0,78,Baja
EST122,Inglés,3,5.1,75,Baja
EST122,Educación Física,3,6.5,87,Alta
EST123,Matemáticas,1,9.3,87,Alta
EST123,Lengua,1,7.0,96,Media
EST123,Ciencias,1,8.6,92,Alta
EST123,Historia,1,6.7,86,Media
EST123,Inglés,1,7.2,86,Baja
EST123,Educación Física,1,6.9,78,Media
EST123,Matemáticas,2,8.9,85,Alta
EST123,Lengua,2,8.1,92,Alta
EST123,Ciencias,2,8.3,97,Alta
EST123,Historia,2,7.2,93,Baja
EST123,Inglés,2,6.0,88,Alta
EST123,Educación Física,2,8.8,89,Alta
EST123,Matemáticas,3,6.7,84,Media
EST123,Lengua,3,8.6,85,Alta
EST123,Ciencias,3,9.4,100,Alta
EST123,Historia,3,8.9,92,Baja
EST123,Inglés,3,6.0,82,Media
EST123,Educación Física,3,9.4,97,Baja
EST124,Matemáticas,1,7.8,85,Media
EST124,Lengua,1,6.4,86,Media
EST124,Ciencias,1,6.9,77,Alta
EST124,Historia,1,7.6,100,Media
EST124,Inglés,1,5.8,82,Alta
EST124,Educación Física,1,9.1,98,Alta
EST124,Matemáticas,2,7.6,98,Baja
EST124,Lengua,2,7.8,91,Media
EST124,Ciencias,2,7.1,92,Media
EST124,Historia,2,7.5,87,Baja
EST124,Inglés,2,7.8,85,Alta
EST124,Educación Física,2,8.8,90,Alta
EST124,Matemáticas,3,9.5,100,Alta
EST124,Lengua,3,8.9,100,Alta
EST124,Ciencias,3,7.8,88,Media
EST124,Historia,3,7.3,93,Media
EST124,Inglés,3,6.8,79,Media
